Teks,Prediksi Sentimen
aplikasi kadang kadang buka ulang buka guna terkadang mepet butuh cepat tolong baik keluh terimakasih,Negatif
vermuk aplikasi hadeeeh akurat bikin pusing kalo vermuk kali kali gagal tolong baik,Negatif
sayang notifikasi transaksi terima kirim uang tambah fitur update bintang notif promoan aktif muncul dana masuk transaksi,Positif
aplikasi error pakai lupa kalo tabung ratus ribu hangus potong admin lumayan beli seblak,Negatif
tuh nasabah mandiri puas banget layan bank mandiri aplikasi akses mudah banget aplg mudah kalo salah password salah password kali hp error cs kalo reset ulang password pakai email suka fitur aplikasi lengkap mudah banget dgunakan nominal transfer atas juta hari mandiri bankpokoknya keren banget deh,Negatif
akir akir buka aplikasi lot berat jaring internet bagus,Negatif
hancur banget aplikasi kuning nya mudah sulit customer login data lot nya bikin customer nyaman,Negatif
diupdate bagus aneh transfer topup transaksi apa muncul notif jam sesuai set otomatis otomatis update normal update kayak,Negatif
buka tulis sistem operasi handphone dukung apk aman,Negatif
bayar pakai virtual account livin susah cari menu virtual account tulis ketemu ketemu ribu kali coba menu buka mbangking bang seribet livin klik livin ibu ribet banget bikin sederhana,Negatif
tanggal update tulis ulas telepon kirim ss ulas telepon penipuanpake saldo pindahin ya no telepon langsung update login aman heran data tipu,Negatif
aplikasi ok daftarin nya gampang banget ecek saldo transfer top up emoney e walet bayar via qris dll gercep layak kasih bintang,Negatif
posing no req bayar va coba bank teler bantu aneh bilang ewalet limit teller bantu,Negatif
masak isi saldo online store ribetgak aplikasi ya banget hubung hubung sinyal internet bagusjauh banget kalo banding aplikasi perban belah kelas bumn notebenenya bagus aplikasi banding aduh,Negatif
aplikasi berkalikali error masuk halaman login reinstall fungsi restart hp selesai sayang aplikasi bank muka aplikasi andal,Negatif
halo livin ya livin buka muncul share screen control jarak tolong bantu menggangu transaksi online,Negatif
aplikasi error buka enak transaksi pakai online cari mesin atm,Negatif
moga livin masalah moga depan livin,Negatif
halo mandiri aplikasi livin akses kirim email mohon bantu cepat,Negatif
masuk aplikasisetelah daftar sistem baik,Negatif
semenjak ganti livin gold transaksi lot error login susah telepon callcenter solusi suruh pakai livin biru download nya aplikasi baik launching rugi nasabah transaksi mohon baik nyaman aplikasi,Negatif
aplikasi bantu tf top up emoney terkadang jengkel log ulang susah sms verif kunjung log akun ganggu tolong mandiri segara benah lancar nasabah guna livi terimakasih,Negatif
pakai aplikasinyabaru jalan aplikasi ajatapi masuk aplikasi susah bangetjadi log intolong baik aplikasi tingkat lagijadi transaksi aplikasi itutolong baik aplikasi biar reting tambah manfaat guna bank mandiri tolongtolong,Negatif
sih suami buka rekening livin kartu kirim rumah apk nya upgrade no kartu masuk apk nya kartu adaposisi suami layar susah darat cari bank tolong baik,Negatif
livin mandiri kayak genisaya isi saldo juta masukbukti uang masuk juta saldo tambah nama nya transaksi reversalkecewa livin mandiri,Negatif
apl livin by mandiri transfer bank bayar tagih proses mudah tingkat optimal layan jaring terima kasih livin by mandiri hadir masyarakat,Negatif
jelek biru eelgan mudah guna ganti apps norak duh ribet apss birulabih kelas euyy standar beta,Negatif
livin ya malam masuk pelihara bla bla bla transaksi banyak malam hariklo sih sulit kerja,Negatif
mes nih aplikasi mbanking transaksi,Negatif
konsumen mandiri suka fitur fitur baru livin pas indonesia tolong opsi verifikasi wni tinggal negeri jepang verifikasi ulang sms sulit kudu pakai nomor indonesia tinggal maju zaman opsi verifikasi whatsapp number line verifikasi foto ktp orang asing dll,Negatif
livin mandiri lengkap fiturnya login lancar,Negatif
aplikasi uninstall install ulang kali buka capek perlu transfer cek saldo isi wallet aplikasi tuh tolong baik aplikasi nyaman nasabah,Negatif
aplikasi bug nya sebentar aplikasi buka aplikasi buka atm setor dana bentar masuk uinstal aplikasi masuk tolong baik aplikasi,Negatif
tolong kalo aplikasi soft dilaunch paksa pakai gue pakai livin biru tahun aman paksa rubah kuning alih salah pas livin biru kerja maintenance mulu gue gagal kirim dp posisi pik atm beli bahan modal usaha gara maintenance cs helping,Negatif
sinyal bagus wifi bagus buka heran,Negatif
jarang kasih rating aplikasi pakai masalah livin logo kuning parah sih verif nomor hape kali kali hasil susah banget pakai transaksi niat dikit ngapa bikin apl kalo bagus logo biru kapai ganti ganti sih bikin ribet tahan transaksi dritadi gra gra pindah livin logo kuning ampun,Negatif
guna mandiri mobile kecewa app new living harap mudah dapat mudah apa aplikasi login suruh daftar masuk verifikasi susah ribet masuk sulit mana mudah,Negatif
ngendapsaldo tahan ribu rupiah mahal uang tip kewalahan gasuka,Negatif
halo alih biru kuning kecewa transaksi masalah status transaksi hasil saldo kurang repot habis pergi bank urus,Negatif
update buruk aplikasi susah buka kali buka bug buka sungguh ironis bank kelas mandiri aplikasi bobrok kalah bank baca aplikasi nya mantab mudah cepat lu transaksi,Negatif
aplikasi jelasss saldo potong biaya administrasi kartu debit kali biaya administrasi rekening jelasin simpan duit potong wajar taeeeee,Negatif
loadingnya jaring masalah coba buka aplikasi online lancar mohon baik kerja susah butuh transaksi urgent,Negatif
ya min livin qris transfer muncul notif sila tunggu suruh ecek atur jam tanggal otomatis otomatis,Negatif
bagus tampil fungsi pilih menu bayar tingkat banyak fitur fitur unggul intip saldo tari uang atm kartu debit fitur guna,Negatif
aplikasi apasih gagal mulu bikin aplikasi bikin transaksi pengin mudah ribet pakai bos biru ganggu apk kuning,Negatif
banget maintenance kadang urgent aplikasi pakai ubah notifikasi sesuai top up dana notif nomor temu jam top up kocag,Positif
tolong livin ya kemarin coba login masuk tolong baik nya developer,Negatif
kasih bintang deh ya kecewa sms verifikasi coba kirim sms pas aplikasi livin nya ubah suruh kirim sms coba setting sms premium pulsa internet lancar pas livin kirim sms eh tampil ubah suruh kirim sms,Negatif
tolong mudah baik aplikasi livin pas log akun bgian potret foto salu gagal pribadi bgian cacat mata kiri wajah salu deteksi gagal log mohon baik,Negatif
banget sesal pilih kartu alamat status kirim pegang baran adminnya slow respon banget,Negatif
susah buka rekening registrasi pakai e ktp sudsh tervervikasi menu,Negatif
kendala tunggu fitur paylaternya munculmuncul kpr aduh min rumah kapai nyicil rumah,Negatif
sebentarsebentar update app repot orang hidup kampung internet cepat rendah alangkah sering update sekali update tambah fiturmenu biar maksimal bintang perhati salam hangat,Negatif
livin login ya masuk akun login pas akun,Positif
logo biru ganti kuning bayak masalah coba baca keluh baik nasabah kecewa lengkap sedia app livin biru tinggal lengkap benah ganti,Negatif
adminknp livin bk ytiap bk pemberitahuan hasil hubung kemarin,Negatif
aplikasi lot log pagi login atur jampadahal jam tanggal alas hubung coba pakai wifi jaring seluler buka aplikasi lancar,Negatif
bulan lancar pemberitahuan hasil hubung buka app nya jaring lancar streamingan,Negatif
daftar livin by mandiri online transaksi mutasi bikin kartu langsung cabang mandiri dekat bingung transaksi ewalet nya tolong baik transaksi ewalet mudah akses terimakasih,Negatif
aplikasi ribet sih login apknya mesti verifikasi wajah verifikasi wajah gagal ulang coba kasih solusi verfikasi wajah mbanking ku aktif login gara verfikasi wajah mulu payah nih aplikasi,Negatif
seringg eror uang stuck rekening urgent deh cabang tutup telpon hasil nihil cuman ngabisin pulsa tolong baik system nya dikitdikit transaksi kecuali cabang open jam,Negatif
mohon bantu masuk mati fitur layar share screen coba mati,Negatif
minimal saldo endap minimal saldo endap beda baik apk nya naik bintang nyaman mandiri online terimakasih,Negatif
baru baru baru aplikasi lag hp ram mbanking mandiri aplikasi fbtiktok dll aplikasi mengecewaka,Negatif
aplikasi nya susah ya aplikasi foto ktp bagus isi data pakai livin biar emosi aplikasi bodong,Negatif
livin kuning sedia menu cek riwayat pakai emoney sayang pergi atm praktis transaksi transfer rekening langsung save no rekening livin biru transfer ketik ulang hasil download transaksi tele hasil download livin biru ringkas hasil download transaksi beli pulsa tf rekening lancar tf respon log out kecewa,Negatif
aplikasi diupdate versi baru login ngeblank layar diupdate lancar versi versi tolong update fitur hapus biar aplikasi berat adu keluh email kait juni laluada respon jawabansaya mandiri cabang terdekatnamun memuaskangak ubah,Negatif
bagus sih cuman fitur pinjam paylater nya muncul,Negatif
update aplikasi jelek banget tibatiba coba uninstal masuk terang baru password lanjut balik ngabisin pulsa payah deh,Negatif
halo admin senang investasi livin sayang grafik candlestick mudah baca paham,Negatif
selesai transaksi bikin lag banget hp apa reebot ulang bug device oppo reno mohon baik,Negatif
buruk baik fitur ditambahin buka mulu ganggu qris gagal aneh deh nih livin,Negatif
update update update aplikasi korban hapus aplikasi bank zoom wa email peduli lindung bima balimed wajib update livinmandiri sd update aplikasi livinmandiri fasilitas livin atas tambah gonta ganti aplikasi mandiri mobile aplikasi terimakasih,Negatif
kasih bintang jam malam transaksi pelihara sistem tolong tingkat nasabah kecewatrims,Negatif
login livin bulan ya tolong coba login jawab layan baik banget sih coba kantor cabang mandiri dekat solusi,Negatif
pakai livin error transaksi laku hasil tunggu minggu maju lanjut berbulanbulan kecewa mbanking berbulanbulan tunggu baik mohon bantu,Negatif
kesal bilang aplikasi jalan hp kecewa banget gunain mandiri capek aneh,Negatif
senang langsung baik appnya sangkut pas verifikasi wajah menu terima kasih baik nya,Negatif
livin by mandiri keren tampil nya canggih beda mudah daftar bantu transaksi terima kasih livin by mandiri,Negatif
auto debit ngotak potong kartu atm potong bulan sekaliini potong bayar potong otomatis malas pakai mandiri,Negatif
kendala login masuk otp ket layan sedia lalau nya sd,Negatif
tolong pelihara rutin nya,Negatif
aplikasi livin kuning sedia fitur bayarbelilainnya multipayment edupay fitur topup saldo mandiri banking versi livin biru,Negatif
aplikasi nya bagus fiturnya bagus guna banget nyimpan uang transaksi,Negatif
wajib update pilih update loading selesai mesin atm bobrok trauma pakai mesin atm rusa tombol pilih sisi layar baik transaksi via atm layar normal transaksi uang kartu gebrak mesin baru kartu lokasi gerai lokasi alami jadi mesin atm kwalitas nya buruk cz eror,Negatif
tingkat lagisetiap transaksi transaksi lanjut tampilanya ok dalem nya eror,Negatif
dah malam loading update versi baru ngape jaring ok gilir update baru lambat loading,Negatif
transfer auto save tersimpansetiap transfer rekng chattingan akhirkadg bersangkutanyg aplikasi biru duluuunya autosaveyg baru kuning simpan sekaliduluu aplikasi biru data uang masuk bulan total keseluruhansekrg,Negatif
lambat download daftar buka please suruh ganti kesini aplikasi baik mending pakai biru cepat loadingnya please,Negatif
sampah notifnotif iklan nya sih please kirim notifnotif iklan kait rekening brisik ganggu banget,Negatif
bagus biru kuning teh cemana dikit dikit update tolong ya livin baik performa nya gue capek pas buka aplikasi waktu urgent,Negatif
tolong baik aplikasi nya bank mandiri mobile banking nya masalah verifikasi wajah gagalsudah coba hasil cs ubah,Negatif
minus apk isi pulsa tf akun onlen shop kasih kalo update pilih nya disisain transfer tok biar apk khusus transfer,Negatif
daftar rekening simpan trf bulan rekening rutin input ulang repot input no rekening mohon baik fungsi aplikasi mudah sulit,Negatif
aplikasi biru bagus eh diupdate sulit pasti apk bagus update loadingnya muncul coba coba apk lengkap update kom,Negatif
aplikasi uang lengkap investasi reksadana pasar uang cair langsung kayak aplikasi sekuritas,Negatif
faylater nya update dongbiar kalo bayar cepat gitutidak tunggu tanggal pinjam contoh pinjam tanggal bayar nya cepat tunggu sebulandi uang bayar tunggu bulan tanggal pinjamjadi nya kadang lupa kalo update biar bayar cepat hindar lupa telat bayar,Negatif
kecewa saldo dana livin mandiri gunakanminta tanggung csnya bilang ajaemang selesai masalah tidakkalau manfaat fitur dana livin mandiri ada kasihan nasabah mandiri awam salah kirim saldo ambil,Negatif
alhamdulillah pakai livin by mandiri lancar transaksi transfer bank bayar pln telp top up pulsa dll lancar terimakasih bank mandiri,Negatif
ngabisin pulsa daftar ribet sms verifikasi susah kirim gagal terusgimana sih biru laku gilir kuning verifikasi daftar operator kartu kantor operator nomor aplikasi nya,Negatif
bank berlombalomba mudah mandiri tahan keribetan buka rekening by online bilang data sesuai baharu gilir salah mesti baharu cs bilang biaa beritahu baharu data kalo tau data salah,Negatif
fungsi overall oke kendala lot update sayang saran kasih fungsi login fingerprint face id biar cepat,Negatif
transaksi apa livin potong livin transaksi pernh tau pakai apk livin donload sekolah buat bank mandiri disruh isntal livin kartu atmnya entar antar rumah ah bohong banget ituma cuman pasuk kode undang untukk orang transaksi apa isi saldo potong,Negatif
setor tunai uang saldo masuk deh bilang proses,Negatif
kali tambah fitur log email kartu hilang aplikasi paksa log out aplikasi respon aplikasi guna sistem log nomor kartu kartu hilang aplikasi guna,Negatif
